module,line,category,reachability,hit_count,reason,closure_plan,owner,date,waiver,source_text
core.v,628,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,reg        ex_mem_bp_upd_valid_r;
core.v,630,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,reg        ex_mem_bp_upd_taken_r;
core.v,633,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,reg        ex_mem_pred_ras_r;
core.v,634,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,reg [31:0] ex_mem_pred_ras_target_r;
core.v,713,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,wire        mem_ras_mispredict    = ex_mem_valid_r && ex_mem_pred_ras_r
core.v,735,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,reg [31:0] ex_wb_csr_rdata_r;
core.v,745,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg        ex_wb_is_mret_r;
core.v,746,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,reg        ex_wb_csr_we_r;
core.v,750,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,reg        ex_wb_is_branch_taken_r;
core.v,751,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,reg        ex_wb_is_jal_r;
core.v,752,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,reg        ex_wb_is_jalr_r;
core.v,758,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,wire wb_take_irq;                          // forward-declare (定義在後面)
core.v,759,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,wire wb_redirect = wb_take_irq || (ex_wb_valid_r && ex_wb_is_mret_r);
core.v,856,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,`WB_SEL_PC4  : wb_data_mux = ex_wb_pc_plus_4_r;
core.v,858,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,`WB_SEL_CSR  : wb_data_mux = ex_wb_csr_rdata_r;
core.v,887,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,if (wb_take_irq) begin
core.v,888,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,pc_redirect     = 1'b1;
core.v,889,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,redirect_target = mtvec_o;
core.v,891,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,pc_redirect     = 1'b1;
core.v,892,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,redirect_target = mepc_o;
core.v,893,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,end else if (mem_ras_mispredict) begin
core.v,895,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,pc_redirect     = 1'b1;
core.v,896,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,redirect_target = mem_ras_actual_target;
core.v,898,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,pc_redirect     = 1'b1;
core.v,904,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,redirect_target = ex_mem_is_jalr_r          ? (ex_mem_alu_result_r & ~32'd1) :
core.v,905,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,ex_mem_is_branch_taken_r  ? ex_mem_pc_plus_imm_r :
core.v,906,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,ex_mem_is_jal_r           ? ex_mem_pc_plus_imm_r :
core.v,907,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,ex_mem_pc_plus_4_r;
csr.v,37,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"output reg [31:0] csr_rdata,"
csr.v,40,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"input             csr_we,"
csr.v,44,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"input  [31:0]     csr_old_val,   // = ex_wb 階段已 latch 的 OLD 值 (pipeline 用)"
csr.v,50,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"input             trap_enter,"
csr.v,54,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"input             trap_exit,"
csr.v,57,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"input             irq_external_pulse,"
csr.v,60,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"output [31:0]     mtvec_o,"
csr.v,61,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"output [31:0]     mepc_o,"
csr.v,62,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,output            irq_pending
csr.v,68,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg        mie_meie;        // mie[11]
csr.v,69,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg        mstatus_mie;     // mstatus[3]
csr.v,70,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg        mstatus_mpie;    // mstatus[7]
csr.v,71,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg [31:2] mtvec_base;      // mtvec[31:2] (MODE 永遠 0)
csr.v,72,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg [31:0] mscratch;
csr.v,73,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg [31:0] mepc_reg;
csr.v,74,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,reg [31:0] mcause_reg;
csr.v,75,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"reg        ext_pending;     // mip[11], hardware managed"
csr.v,86,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"wire [31:0] mstatus_val = {24'b0, mstatus_mpie, 3'b0, mstatus_mie, 3'b0};"
csr.v,87,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"wire [31:0] mie_val     = {20'b0, mie_meie, 11'b0};"
csr.v,88,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"wire [31:0] mip_val     = {20'b0, ext_pending, 11'b0};"
csr.v,89,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"wire [31:0] mtvec_val   = {mtvec_base, 2'b00};"
csr.v,93,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MSTATUS : csr_rdata = mstatus_val;
csr.v,94,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MIE     : csr_rdata = mie_val;
csr.v,95,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MTVEC   : csr_rdata = mtvec_val;
csr.v,96,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MSCRATCH: csr_rdata = mscratch;
csr.v,97,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MEPC    : csr_rdata = mepc_reg;
csr.v,99,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MIP     : csr_rdata = mip_val;
csr.v,100,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_CYCLE   : csr_rdata = cycle_cnt[31:0];
csr.v,101,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_CYCLEH  : csr_rdata = cycle_cnt[63:32];
csr.v,102,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_INSTRET : csr_rdata = instret_cnt[31:0];
csr.v,103,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_INSTRETH: csr_rdata = instret_cnt[63:32];
csr.v,148,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,case (csr_waddr)
csr.v,149,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MSTATUS : begin
csr.v,150,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mstatus_mie  <= new_val[`MSTATUS_MIE_BIT];
csr.v,151,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mstatus_mpie <= new_val[`MSTATUS_MPIE_BIT];
csr.v,153,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MIE     : mie_meie    <= new_val[`MIE_MEIE_BIT];
csr.v,154,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MTVEC   : mtvec_base  <= new_val[31:2];
csr.v,155,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MSCRATCH: mscratch    <= new_val;
csr.v,156,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MEPC    : mepc_reg    <= new_val;
csr.v,157,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,`CSR_MCAUSE  : mcause_reg  <= new_val;
csr.v,159,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,default      : ;
csr.v,167,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,if (trap_enter) begin
csr.v,168,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mepc_reg     <= trap_pc;
csr.v,169,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mcause_reg   <= `MCAUSE_EXT_IRQ;
csr.v,170,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mstatus_mpie <= mstatus_mie;
csr.v,171,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mstatus_mie  <= 1'b0;
csr.v,173,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mstatus_mie  <= mstatus_mpie;
csr.v,174,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,mstatus_mpie <= 1'b1;            // spec: MPIE <- 1 after mret
div.v,47,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,reg        sign_rem;        // 期望的 remainder sign
div.v,48,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,reg        div_by_zero;
div.v,49,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,reg        overflow;
div.v,84,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,divisor <= -op_b;
div.v,113,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,if (div_by_zero) begin
div.v,115,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,result <= ret_rem ? orig_a : `DIV_BY_ZERO_QUOT;
div.v,116,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,end else if (overflow) begin
div.v,119,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,result <= ret_rem ? 32'h0 : `DIV_OVERFLOW_QUOT;
div.v,129,m_extension_corner,reachable,0,"Phase 3.6 random seeds do not hit all signed, unsigned, overflow, and remainder control paths.",Merge Phase 3.7 M-unit hazard test into coverage and add missing M corner vectors.,DV,2026-06-07,none,default: state <= IDLE;
hazard.v,47,hazard_forwarding,reachable,0,Random seeds do not guarantee every forwarding/stall priority combination.,"Add directed load-use, EX/MEM vs WB forwarding priority, and wrong-path suppression tests.",DV,2026-06-07,none,wire load_use_stall = id_valid && em_valid && em_is_load && em_rd_we &&
idu.v,44,reset_or_interface,environment_limited,0,Coverage point is tied to reset/interface observation in this harness.,Review whether later wrapper/full-system harness should hit it; waive only with owner approval.,DV,2026-06-07,none,"output            is_branch,"
idu.v,45,reset_or_interface,environment_limited,0,Coverage point is tied to reset/interface observation in this harness.,Review whether later wrapper/full-system harness should hit it; waive only with owner approval.,DV,2026-06-07,none,"output            branch_invert,   // 1 = BNE/BGE/BGEU"
idu.v,47,reset_or_interface,environment_limited,0,Coverage point is tied to reset/interface observation in this harness.,Review whether later wrapper/full-system harness should hit it; waive only with owner approval.,DV,2026-06-07,none,"output            is_jal,"
idu.v,56,reset_or_interface,environment_limited,0,Coverage point is tied to reset/interface observation in this harness.,Review whether later wrapper/full-system harness should hit it; waive only with owner approval.,DV,2026-06-07,none,"output            is_csr,"
idu.v,61,csr_irq_trap,reachable,0,Not exercised by the non-privileged random seed ladder; needs directed CSR/trap/IRQ tests.,"Add CSR read/write, mret, trap-entry/exit, and IRQ timing directed tests; rerun coverage.",DV,2026-06-07,none,"output            is_mret,"
idu.v,102,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,wire is_fence  = (opcode == `OPC_FENCE);
idu.v,141,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,is_jal                      : imm = imm_j;
idu.v,144,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,is_branch                   : imm = imm_b;
idu.v,173,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,default     : alu_op = `ALU_ADD;
idu.v,185,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,default     : alu_op = `ALU_ADD;
idu.v,187,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,end else if (is_branch) begin
idu.v,188,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,case (funct3)
idu.v,189,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,"`F3_BEQ, `F3_BNE   : alu_op = `ALU_SEQ;"
idu.v,190,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,"`F3_BLT, `F3_BGE   : alu_op = `ALU_SLT;"
idu.v,191,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,"`F3_BLTU, `F3_BGEU : alu_op = `ALU_SLTU;"
idu.v,192,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,default            : alu_op = `ALU_SEQ;
idu.v,220,directed_gap,reachable,0,Line was not hit by current seed ladder.,Add directed or random stimulus that targets this line; rerun coverage.,DV,2026-06-07,none,is_csr         : wb_sel = `WB_SEL_CSR;   // csr_rdata (lab05)
ifu.v,29,reset_or_interface,environment_limited,0,Coverage point is tied to reset/interface observation in this harness.,Review whether later wrapper/full-system harness should hit it; waive only with owner approval.,DV,2026-06-07,none,"input             pc_redirect,"
ifu.v,30,reset_or_interface,environment_limited,0,Coverage point is tied to reset/interface observation in this harness.,Review whether later wrapper/full-system harness should hit it; waive only with owner approval.,DV,2026-06-07,none,"input      [31:0] redirect_target,"
ifu.v,32,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,"input             ras_predict_ret,"
ifu.v,33,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,"input      [31:0] ras_predict_target,"
ifu.v,35,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,"input             bp_predict_taken,"
ifu.v,36,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,"input      [31:0] bp_predict_target,"
ras.v,34,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,"output     [31:0] ras_top,         // 目前 stack top (給 caller 在 IF 用)"
ras.v,37,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,"input             push,            // 1 = end of this cycle push"
ras.v,39,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,input             pop              // 1 = end of this cycle pop
ras.v,45,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,reg [31:0]         stack [0:DEPTH-1];
ras.v,46,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,reg [PTR_BITS-1:0] ptr;            // points to *next empty slot* (=stack size)
ras.v,64,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,if (ptr != 0)
ras.v,65,bp_ras_redirect,reachable,0,Not exercised by the current random grammar because it has no looped predictor training or return stack sequence.,Add directed BP/RAS train/mispredict/return tests and include them in coverage merge.,DV,2026-06-07,none,stack[top_idx] <= push_val;
